FCFtoc3Sigma
7.64975746430556e-05
3.71798557631651e-05
4.79455963455922e-06
4.64254461248035e-05
4.34416916187137e-06
2.56732596877903e-05
2.94060148933247e-05
6.48593662263657e-07
3.35927357348545e-05
1.76994111620122e-05
2.8020072864047e-06
3.18052930367827e-05
1.70054343450157e-05
1.16607146170115e-06
2.70634042651229e-05
2.42738306768292e-05
6.69615836048089e-07
1.41607288796928e-05
3.10776699113975e-05
1.34261871829552e-05
2.04807475934156e-07
1.72534739399105e-05
2.92464301350087e-05
1.40773907970872e-05
6.47547486418671e-08
1.06510521346899e-05
2.67737695002372e-05
2.23229324573623e-05
4.82683469010112e-06
1.73183768448196e-06
1.85361626419877e-05
2.81785650524673e-05
1.22941951934234e-05
3.05045448051741e-07
2.16941982236195e-05
3.44888779417598e-05
6.86916639964749e-06
1.07336346168127e-05
4.78850043758745e-05
1.86265556023065e-05
8.71726545803641e-06
6.32419445019547e-05
2.5332398473256e-05
1.20380801922912e-05
8.11849960292353e-05
3.24938046306527e-05
1.36671724382831e-05
0.000100563768542968
4.5230963065168e-05
1.09238151983358e-05
0.000117234837985762
7.15056993053436e-05
8.10117258890204e-06
0.000154297356966305
8.08702145428914e-05
3.87603208696032e-05
0.000257054300619637
3.28508640172225e-05
0.000207936030878371
0.000304488977692411
3.08509611774281e-05
0.000605445512197206
3.24403866881906e-05
0.000803330186622719
0.000450620630094204
0.000650921809657644
0.00147762125566458
0.000200696921180679
0.00279803033135575
0.000591961656002248
0.00139873821140451
0.0934856460938961
0.322193915212574
0.055048447715614
